500
   48   40     9.163
   48   60    8.9774
   48   80    8.7805
   48  100    8.6083
   48  120    8.4813
   48  140    8.4029
   48  160    8.3639
   60 -180      9.94
   60 -160    9.9409
   60 -140    9.9534
   60 -120    10.001
   60 -100    10.107
   60  -80    10.277
   60  -60     10.49
   60  -40    10.702
   60  -20    10.859
   60    0    10.917
   60   20    10.859
   60   40    10.702
   60   60     10.49
   60   80    10.277
   60  100    10.107
   60  120    10.001
   60  140    9.9534
   60  160    9.9409
   72 -180    12.555
   72 -160    12.539
   72 -140    12.507
   72 -120    12.495
   72 -100    12.543
   72  -80    12.669
   72  -60    12.858
   72  -40    13.063
   72  -20    13.221
   72    0    13.281
   72   20    13.221
   72   40    13.063
   72   60    12.858
   72   80    12.669
   72  100    12.543
   72  120    12.495
   72  140    12.507
   72  160    12.539
   84 -180    14.903
   84 -160    14.881
   84 -140    14.826
   84 -120    14.769
   84 -100    14.746
   84  -80    14.776
   84  -60    14.857
   84  -40    14.961
   84  -20    15.046
   84    0     15.08
   84   20    15.046
   84   40    14.961
   84   60    14.857
   84   80    14.776
   84  100    14.746
   84  120    14.769
   84  140    14.826
   84  160    14.881
510
    0 -180    6.9079
    0 -160    6.9079
    0 -140    6.9079
    0 -120    6.9079
    0 -100    6.9079
    0  -80    6.9079
    0  -60    6.9079
    0  -40    6.9079
    0  -20    6.9079
    0    0    6.9079
    0   20    6.9079
    0   40    6.9079
    0   60    6.9079
    0   80    6.9079
    0  100    6.9079
    0  120    6.9079
    0  140    6.9079
    0  160    6.9079
   12 -180    6.8407
   12 -160    6.8493
   12 -140    6.8746
   12 -120    6.9147
   12 -100    6.9656
   12  -80    7.0223
   12  -60    7.0777
   12  -40    7.1244
   12  -20    7.1557
   12    0    7.1668
   12   20    7.1557
   12   40    7.1244
   12   60    7.0777
   12   80    7.0223
   12  100    6.9656
   12  120    6.9147
   12  140    6.8746
   12  160    6.8493
   24 -180    6.9978
   24 -160    7.0119
   24 -140    7.0541
   24 -120    7.1233
   24 -100    7.2161
   24  -80    7.3242
   24  -60    7.4345
   24  -40    7.5307
   24  -20    7.5966
   24    0      7.62
   24   20    7.5966
   24   40    7.5307
   24   60    7.4345
   24   80    7.3242
   24  100    7.2161
   24  120    7.1233
   24  140    7.0541
   24  160    7.0119
   36 -180    7.4549
   36 -160    7.4702
   36 -140     7.518
   36 -120    7.6016
   36 -100    7.7217
   36  -80    7.8705
   36  -60      8.03
   36  -40    8.1742
   36  -20    8.2752
   36    0    8.3115
   36   20    8.2752
   36   40    8.1742
   36   60      8.03
   36   80    7.8705
   36  100    7.7217
   36  120    7.6016
   36  140     7.518
   36  160    7.4702
   48 -180    8.3525
   48 -160    8.3639
   48 -140    8.4029
   48 -120    8.4813
   48 -100    8.6083
   48  -80    8.7805
   48  -60    8.9774
   48  -40     9.163
   48  -20    9.2962
   48    0    9.3447
   48   20    9.2962
   48   40     9.163
   48   60    8.9774
   48   80    8.7805
   48  100    8.6083
   48  120    8.4813
   48  140    8.4029
   48  160    8.3639
   60 -180      9.94
   60 -160    9.9409
   60 -140    9.9534
   60 -120    10.001
   60 -100    10.107
   60  -80    10.277
   60  -60     10.49
   60  -40    10.702
   60  -20    10.859
   60    0    10.917
   60   20    10.859
   60   40    10.702
   60   60     10.49
   60   80    10.277
   60  100    10.107
   60  120    10.001
   60  140    9.9534
   60  160    9.9409
   72 -180    12.555
   72 -160    12.539
   72 -140    12.507
   72 -120    12.495
   72 -100    12.543
   72  -80    12.669
   72  -60    12.858
   72  -40    13.063
   72  -20    13.221
   72    0    13.281
   72   20    13.221
   72   40    13.063
   72   60    12.858
   72   80    12.669
   72  100    12.543
   72  120    12.495
   72  140    12.507
   72  160    12.539
   84 -180    14.903
   84 -160    14.881
   84 -140    14.826
   84 -120    14.769
   84 -100    14.746
   84  -80    14.776
   84  -60    14.857
   84  -40    14.961
   84  -20    15.046
   84    0     15.08
   84   20    15.046
   84   40    14.961
   84   60    14.857
   84   80    14.776
   84  100    14.746
   84  120    14.769
   84  140    14.826
   84  160    14.881
520
    0 -180    6.2492
    0 -160    6.2492
    0 -140    6.2492
    0 -120    6.2492
    0 -100    6.2492
    0  -80    6.2492
    0  -60    6.2492
    0  -40    6.2492
    0  -20    6.2492
    0    0    6.2492
    0   20    6.2492
    0   40    6.2492
    0   60    6.2492
    0   80    6.2492
    0  100    6.2492
    0  120    6.2492
    0  140    6.2492
    0  160    6.2492
   12 -180    6.1947
   12 -160    6.2024
   12 -140    6.2246
   12 -120    6.2596
   12 -100    6.3043
   12  -80    6.3539
   12  -60    6.4025
   12  -40    6.4435
   12  -20    6.4709
   12    0    6.4805
   12   20    6.4709
   12   40    6.4435
   12   60    6.4025
   12   80    6.3539
   12  100    6.3043
   12  120    6.2596
   12  140    6.2246
   12  160    6.2024
   24 -180    6.3467
   24 -160     6.359
   24 -140     6.396
   24 -120    6.4568
   24 -100    6.5381
   24  -80    6.6329
   24  -60    6.7296
   24  -40    6.8141
   24  -20    6.8718
   24    0    6.8924
   24   20    6.8718
   24   40    6.8141
   24   60    6.7296
   24   80    6.6329
   24  100    6.5381
   24  120    6.4568
   24  140     6.396
   24  160     6.359
   36 -180    6.7743
   36 -160    6.7878
   36 -140    6.8297
   36 -120    6.9033
   36 -100    7.0087
   36  -80    7.1393
   36  -60    7.2795
   36  -40    7.4062
   36  -20    7.4949
   36    0    7.5268
   36   20    7.4949
   36   40    7.4062
   36   60    7.2795
   36   80    7.1393
   36  100    7.0087
   36  120    6.9033
   36  140    6.8297
   36  160    6.7878
   48 -180    7.6091
   48 -160    7.6191
   48 -140    7.6535
   48 -120    7.7225
   48 -100    7.8343
   48  -80     7.986
   48  -60    8.1593
   48  -40    8.3227
   48  -20    8.4401
   48    0    8.4828
   48   20    8.4401
   48   40    8.3227
   48   60    8.1593
   48   80     7.986
   48  100    7.8343
   48  120    7.7225
   48  140    7.6535
   48  160    7.6191
   60 -180    9.0889
   60 -160    9.0897
   60 -140    9.1007
   60 -120     9.143
   60 -100    9.2365
   60  -80    9.3866
   60  -60    9.5752
   60  -40     9.763
   60  -20     9.902
   60    0    9.9534
   60   20     9.902
   60   40     9.763
   60   60    9.5752
   60   80    9.3866
   60  100    9.2365
   60  120     9.143
   60  140    9.1007
   60  160    9.0897
   72 -180    11.562
   72 -160    11.548
   72 -140    11.519
   72 -120    11.508
   72 -100    11.551
   72  -80    11.663
   72  -60    11.832
   72  -40    12.015
   72  -20    12.157
   72    0     12.21
   72   20    12.157
   72   40    12.015
   72   60    11.832
   72   80    11.663
   72  100    11.551
   72  120    11.508
   72  140    11.519
   72  160    11.548
   84 -180    13.944
   84 -160    13.923
   84 -140    13.873
   84 -120    13.822
   84 -100    13.801
   84  -80    13.828
   84  -60    13.902
   84  -40    13.997
   84  -20    14.075
   84    0    14.105
   84   20    14.075
   84   40    13.997
   84   60    13.902
   84   80    13.828
   84  100    13.801
   84  120    13.822
   84  140    13.873
   84  160    13.923
520
    0 -180    6.2492
    0 -160    6.2492
    0 -140    6.2492
    0 -120    6.2492
    0 -100    6.2492
    0  -80    6.2492
    0  -60    6.2492
    0  -40    6.2492
    0  -20    6.2492
    0    0    6.2492
    0   20    6.2492
    0   40    6.2492
    0   60    6.2492
    0   80    6.2492
    0  100    6.2492
    0  120    6.2492
    0  140    6.2492
    0  160    6.2492
   12 -180    6.1947
   12 -160    6.2024
   12 -140    6.2246
   12 -120    6.2596
   12 -100    6.3043
   12  -80    6.3539
   12  -60    6.4025
   12  -40    6.4435
   12  -20    6.4709
   12    0    6.4805
   12   20    6.4709
   12   40    6.4435
   12   60    6.4025
   12   80    6.3539
   12  100    6.3043
   12  120    6.2596
   12  140    6.2246
   12  160    6.2024
   24 -180    6.3467
   24 -160     6.359
   24 -140     6.396
   24 -120    6.4568
   24 -100    6.5381
   24  -80    6.6329
   24  -60    6.7296
   24  -40    6.8141
   24  -20    6.8718
   24    0    6.8924
   24   20    6.8718
   24   40    6.8141
   24   60    6.7296
   24   80    6.6329
   24  100    6.5381
   24  120    6.4568
   24  140     6.396
   24  160     6.359
   36 -180    6.7743
   36 -160    6.7878
   36 -140    6.8297
   36 -120    6.9033
   36 -100    7.0087
   36  -80    7.1393
   36  -60    7.2795
   36  -40    7.4062
   36  -20    7.4949
   36    0    7.5268
   36   20    7.4949
   36   40    7.4062
   36   60    7.2795
   36   80    7.1393
   36  100    7.0087
   36  120    6.9033
   36  140    6.8297
   36  160    6.7878
   48 -180    7.6091
   48 -160    7.6191
   48 -140    7.6535
   48 -120    7.7225
   48 -100    7.8343
   48  -80     7.986
   48  -60    8.1593
   48  -40    8.3227
   48  -20    8.4401
   48    0    8.4828
   48   20    8.4401
   48   40    8.3227
   48   60    8.1593
   48   80     7.986
   48  100    7.8343
   48  120    7.7225
   48  140    7.6535
   48  160    7.6191
   60 -180    9.0889
   60 -160    9.0897
   60 -140    9.1007
   60 -120     9.143
   60 -100    9.2365
   60  -80    9.3866
   60  -60    9.5752
   60  -40     9.763
   60  -20     9.902
   60    0    9.9534
   60   20     9.902
   60   40     9.763
   60   60    9.5752
   60   80    9.3866
   60  100    9.2365
   60  120     9.143
   60  140    9.1007
   60  160    9.0897
   72 -180    11.562
   72 -160    11.548
   72 -140    11.519
   72 -120    11.508
   72 -100    11.551
   72  -80    11.663
   72  -60    11.832
   72  -40    12.015
   72  -20    12.157
   72    0     12.21
   72   20    12.157
   72   40    12.015
   72   60    11.832
   72   80    11.663
   72  100    11.551
   72  120    11.508
   72  140    11.519
   72  160    11.548
   84 -180    13.944
   84 -160    13.923
   84 -140    13.873
   84 -120    13.822
   84 -100    13.801
   84  -80    13.828
   84  -60    13.902
   84  -40    13.997
   84  -20    14.075
   84    0    14.105
   84   20    14.075
   84   40    13.997
   84   60    13.902
   84   80    13.828
   84  100    13.801
   84  120    13.822
   84  140    13.873
   84  160    13.923
520
    0 -180    6.2492
    0 -160    6.2492
    0 -140    6.2492
    0 -120    6.2492
    0 -100    6.2492
    0  -80    6.2492
    0  -60    6.2492
    0  -40    6.2492
    0  -20    6.2492
    0    0    6.2492
    0   20    6.2492
    0   40    6.2492
    0   60    6.2492
    0   80    6.2492
    0  100    6.2492
    0  120    6.2492
    0  140    6.2492
    0  160    6.2492
   12 -180    6.1947
   12 -160    6.2024
   12 -140    6.2246
   12 -120    6.2596
   12 -100    6.3043
   12  -80    6.3539
   12  -60    6.4025
   12  -40    6.4435
   12  -20    6.4709
   12    0    6.4805
   12   20    6.4709
   12   40    6.4435
   12   60    6.4025
   12   80    6.3539
   12  100    6.3043
   12  120    6.2596
   12  140    6.2246
   12  160    6.2024
   24 -180    6.3467
   24 -160     6.359
   24 -140     6.396
   24 -120    6.4568
   24 -100    6.5381
   24  -80    6.6329
   24  -60    6.7296
   24  -40    6.8141
   24  -20    6.8718
   24    0    6.8924
   24   20    6.8718
   24   40    6.8141
   24   60    6.7296
   24   80    6.6329
   24  100    6.5381
   24  120    6.4568
   24  140     6.396
   24  160     6.359
   36 -180    6.7743
   36 -160    6.7878
   36 -140    6.8297
   36 -120    6.9033
   36 -100    7.0087
   36  -80    7.1393
   36  -60    7.2795
   36  -40    7.4062
   36  -20    7.4949
   36    0    7.5268
   36   20    7.4949
   36   40    7.4062
   36   60    7.2795
   36   80    7.1393
   36  100    7.0087
   36  120    6.9033
   36  140    6.8297
   36  160    6.7878
   48 -180    7.6091
   48 -160    7.6191
   48 -140    7.6535
   48 -120    7.7225
   48 -100    7.8343
   48  -80     7.986
   48  -60    8.1593
   48  -40    8.3227
   48  -20    8.4401
   48    0    8.4828
   48   20    8.4401
   48   40    8.3227
   48   60    8.1593
   48   80     7.986
   48  100    7.8343
   48  120    7.7225
   48  140    7.6535
   48  160    7.6191
   60 -180    9.0889
   60 -160    9.0897
   60 -140    9.1007
   60 -120     9.143
   60 -100    9.2365
   60  -80    9.3866
   60  -60    9.5752
   60  -40     9.763
   60  -20     9.902
   60    0    9.9534
   60   20     9.902
   60   40     9.763
   60   60    9.5752
   60   80    9.3866
   60  100    9.2365
   60  120     9.143
   60  140    9.1007
   60  160    9.0897
   72 -180    11.562
   72 -160    11.548
   72 -140    11.519
   72 -120    11.508
   72 -100    11.551
   72  -80    11.663
   72  -60    11.832
   72  -40    12.015
   72  -20    12.157
   72    0     12.21
   72   20    12.157
   72   40    12.015
   72   60    11.832
   72   80    11.663
   72  100    11.551
   72  120    11.508
   72  140    11.519
   72  160    11.548
   84 -180    13.944
   84 -160    13.923
   84 -140    13.873
   84 -120    13.822
   84 -100    13.801
   84  -80    13.828
   84  -60    13.902
   84  -40    13.997
   84  -20    14.075
   84    0    14.105
   84   20    14.075
   84   40    13.997
   84   60    13.902
   84   80    13.828
   84  100    13.801
   84  120    13.822
   84  140    13.873
   84  160    13.923
520
    0 -180    6.2492
    0 -160    6.2492
    0 -140    6.2492
    0 -120    6.2492
    0 -100    6.2492
    0  -80    6.2492
    0  -60    6.2492
    0  -40    6.2492
    0  -20    6.2492
    0    0    6.2492
    0   20    6.2492
    0   40    6.2492
    0   60    6.2492
    0   80    6.2492
    0  100    6.2492
    0  120    6.2492
    0  140    6.2492
    0  160    6.2492
   12 -180    6.1947
   12 -160    6.2024
   12 -140    6.2246
   12 -120    6.2596
   12 -100    6.3043
   12  -80    6.3539
   12  -60    6.4025
   12  -40    6.4435
   12  -20    6.4709
   12    0    6.4805
   12   20    6.4709
   12   40    6.4435
   12   60    6.4025
   12   80    6.3539
   12  100    6.3043
   12  120    6.2596
   12  140    6.2246
   12  160    6.2024
   24 -180    6.3467
   24 -160     6.359
   24 -140     6.396
   24 -120    6.4568
   24 -100    6.5381
   24  -80    6.6329
   24  -60    6.7296
   24  -40    6.8141
   24  -20    6.8718
   24    0    6.8924
   24   20    6.8718
   24   40    6.8141
   24   60    6.7296
   24   80    6.6329
   24  100    6.5381
   24  120    6.4568
   24  140     6.396
   24  160     6.359
   36 -180    6.7743
   36 -160    6.7878
   36 -140    6.8297
   36 -120    6.9033
   36 -100    7.0087
   36  -80    7.1393
   36  -60    7.2795
   36  -40    7.4062
   36  -20    7.4949
   36    0    7.5268
   36   20    7.4949
   36   40    7.4062
   36   60    7.2795
   36   80    7.1393
   36  100    7.0087
   36  120    6.9033
   36  140    6.8297
   36  160    6.7878
   48 -180    7.6091
   48 -160    7.6191
   48 -140    7.6535
   48 -120    7.7225
   48 -100    7.8343
   48  -80     7.986
   48  -60    8.1593
   48  -40    8.3227
   48  -20    8.4401
   48    0    8.4828
   48   20    8.4401
   48   40    8.3227
   48   60    8.1593
   48   80     7.986
   48  100    7.8343
   48  120    7.7225
   48  140    7.6535
   48  160    7.6191
   60 -180    9.0889
   60 -160    9.0897
   60 -140    9.1007
   60 -120     9.143
   60 -100    9.2365
   60  -80    9.3866
   60  -60    9.5752
   60  -40     9.763
   60  -20     9.902
   60    0    9.9534
   60   20     9.902
   60   40     9.763
   60   60    9.5752
   60   80    9.3866
   60  100    9.2365
   60  120     9.143
   60  140    9.1007
   60  160    9.0897
   72 -180    11.562
   72 -160    11.548
   72 -140    11.519
   72 -120    11.508
   72 -100    11.551
   72  -80    11.663
   72  -60    11.832
   72  -40    12.015
   72  -20    12.157
   72    0     12.21
   72   20    12.157
   72   40    12.015
   72   60    11.832
   72   80    11.663
   72  100    11.551
   72  120    11.508
